customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,tenure_group
CUST0338,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,48.48,1553.74,,25-36
CUST0339,Female,0,No,No,49,No,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No,Two year,Yes,Mailed check,111.18,5446.98,,49-60
CUST0340,Female,0,Yes,Yes,10,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,95.09,952.24,,0-12
CUST0341,Male,0,Yes,No,27,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Credit card,26.39,720.52,,25-36
CUST0342,Female,0,No,No,69,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Credit card,91.47,6320.83,,61-72
CUST0343,Male,0,No,No,40,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Two year,Yes,Mailed check,72.73,2911.89,,37-48
CUST0344,Female,1,No,Yes,15,No,No phone service,No,No,No internet service,No,No internet service,No,No,One year,Yes,Credit card,110.09,1656.63,,13-24
CUST0345,Male,0,No,Yes,67,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,One year,Yes,Bank transfer,51.29,3428.11,,61-72
CUST0346,Male,0,No,No,47,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,No,One year,No,Electronic check,77.42,3631.95,,37-48
CUST0347,Male,0,No,Yes,55,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,70.08,3859.06,,49-60
CUST0348,Female,1,Yes,No,63,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,68.96,4343.11,,61-72
CUST0349,Female,0,No,No,58,No,No,DSL,Yes,No internet service,Yes,No,Yes,No,Two year,Yes,Credit card,65.61,3804.3,,49-60
CUST0350,Male,0,Yes,Yes,61,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,40.56,2470.33,,61-72
CUST0351,Female,0,No,No,10,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,95.57,957.85,,0-12
CUST0352,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No,Two year,No,Credit card,65.13,1100.91,,13-24
CUST0353,Male,0,Yes,Yes,18,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Two year,No,Mailed check,115.85,2087.84,,13-24
CUST0354,Female,1,Yes,No,54,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Mailed check,46.08,2481.8,,49-60
CUST0355,Female,0,Yes,Yes,25,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card,88.27,2198.03,,25-36
CUST0356,Male,0,Yes,Yes,5,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer,114.07,566.96,,0-12
CUST0357,Female,0,No,No,3,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,86.35,253.67,,0-12
CUST0358,Female,0,Yes,No,28,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,107.13,3007.42,,25-36
CUST0359,Male,0,No,Yes,58,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.75,5950.6,,49-60
CUST0360,Male,0,Yes,Yes,16,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,56.01,889.69,,13-24
CUST0361,Female,0,No,No,42,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,80.01,3361.39,,37-48
CUST0362,Male,0,No,Yes,65,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,Yes,One year,No,Mailed check,35.63,2315.57,,61-72
CUST0363,Male,0,No,Yes,33,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,73.55,2418.07,,25-36
CUST0364,Female,0,No,Yes,7,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,43.04,291.43,,0-12
CUST0365,Male,0,No,Yes,12,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,94.37,1142.2,,0-12
CUST0366,Male,0,No,Yes,7,No,No,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,72.81,512.85,,0-12
CUST0367,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,61.12,3908.99,,61-72
CUST0368,Female,0,No,Yes,42,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card,46.88,1968.37,,37-48
CUST0369,Male,1,Yes,No,38,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Mailed check,119.87,4550.39,,37-48
CUST0370,Male,1,Yes,No,58,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,27.17,1572.76,,49-60
CUST0371,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,24.36,1050.46,,37-48
CUST0372,Female,0,Yes,No,8,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Credit card,41.73,341.5,,0-12
CUST0373,Female,0,No,No,36,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,One year,No,Bank transfer,117.11,4209.64,,25-36
CUST0374,Female,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card,117.92,4134.01,,25-36
CUST0375,Male,0,No,Yes,27,No,No phone service,DSL,Yes,No,No,Yes,No internet service,Yes,One year,No,Mailed check,85.49,2300.66,,25-36
CUST0376,Female,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card,108.01,4422.71,,37-48
CUST0377,Female,0,No,Yes,42,Yes,No phone service,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,41.4,1729.54,,37-48
CUST0378,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,117.2,4798.02,,37-48
CUST0379,Female,0,No,Yes,65,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer,34.28,2236.55,,61-72
CUST0380,Male,0,No,Yes,54,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Electronic check,30.11,1625.13,,49-60
CUST0381,Female,0,Yes,No,71,Yes,Yes,No,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,31.22,2208.17,,61-72
CUST0382,Female,0,No,Yes,47,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer,77.31,3642.76,,37-48
CUST0383,Female,0,Yes,Yes,21,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer,98.1,2067.68,,13-24
CUST0384,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,56.67,1478.51,,25-36
CUST0385,Male,0,Yes,Yes,66,Yes,No phone service,No,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,117.79,7782.81,,61-72
CUST0386,Female,0,No,Yes,12,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,63.44,755.68,,0-12
CUST0387,Male,0,Yes,Yes,44,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,35.04,1548.49,,37-48
CUST0388,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer,66.6,603.2,,0-12
CUST0389,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,87.9,710.6,,0-12
CUST0390,Male,0,No,No,53,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,103.22,5476.6,,49-60
CUST0391,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,65.88,1709.81,,25-36
CUST0392,Male,1,Yes,No,33,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer,79.36,2624.37,,25-36
CUST0393,Female,0,No,No,0,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.73,-4.75,,
CUST0394,Female,0,No,No,31,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,84.59,2618.86,,25-36
CUST0395,Male,0,Yes,No,70,Yes,No,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,118.6,8294.16,,61-72
CUST0396,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,24.91,1652.76,,61-72
CUST0397,Female,0,No,No,19,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Electronic check,108.65,2060.17,,13-24
CUST0398,Female,1,Yes,No,34,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,76.23,2592.23,,25-36
CUST0399,Female,0,No,Yes,16,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card,45.21,721.19,,13-24
CUST0400,Male,0,No,Yes,17,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,115.49,1972.53,,13-24
CUST0401,Female,0,No,No,44,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,68.34,3003.66,,37-48
CUST0402,Female,0,No,Yes,52,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Credit card,53.17,2770.41,,49-60
CUST0403,Male,0,No,No,67,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,38.15,2563.16,,61-72
CUST0404,Male,0,No,Yes,64,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,44.45,2843.51,,61-72
CUST0405,Female,0,Yes,No,0,Yes,No,No,Yes,No internet service,No,No,No,Yes,One year,No,Credit card,103.28,-2.44,,
CUST0406,Female,1,Yes,Yes,57,No,No phone service,DSL,No,Yes,No internet service,No internet service,No,No internet service,One year,No,Electronic check,81.44,4647.03,,49-60
CUST0407,Female,0,No,Yes,25,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,111.32,2791.26,,25-36
CUST0408,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer,43.2,825.9,,13-24
CUST0409,Female,0,No,No,9,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,32.11,283.53,,0-12
CUST0410,Female,0,Yes,No,58,No,No,DSL,No,No,No internet service,Yes,No,No,One year,No,Credit card,20.61,1203.15,,49-60
CUST0411,Male,0,No,No,40,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,70.79,2829.35,,37-48
CUST0412,Female,0,Yes,No,4,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,One year,Yes,Electronic check,119.83,480.84,,0-12
CUST0413,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,89.5,5734.63,,61-72
CUST0414,Male,0,No,No,16,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Two year,No,Mailed check,50.84,807.21,,13-24
CUST0415,Male,0,Yes,No,21,Yes,No phone service,DSL,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer,107.69,2267.18,,13-24
CUST0416,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Credit card,98.17,3928.72,,37-48
CUST0417,Male,0,No,Yes,67,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Electronic check,21.54,1451.05,,61-72
CUST0418,Female,1,No,No,68,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,Two year,Yes,Credit card,101.69,6908.36,,61-72
CUST0419,Female,0,No,Yes,10,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,50.05,498.91,,0-12
CUST0420,Female,0,Yes,Yes,55,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,34.97,1930.01,,49-60
CUST0421,Female,1,Yes,No,50,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,42.63,2121.88,,49-60
CUST0422,Female,0,Yes,Yes,20,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,66.86,1329.44,,13-24
CUST0423,Female,1,Yes,Yes,25,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,62.49,1572.06,,25-36
CUST0424,Male,0,Yes,No,18,No,Yes,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,48.89,875.63,,13-24
CUST0425,Female,0,Yes,No,59,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Credit card,37.22,2205.49,,49-60
CUST0426,Male,0,No,Yes,70,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer,96.22,6729.05,,61-72
CUST0427,Male,0,No,Yes,46,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card,119.01,5471.68,,37-48
CUST0428,Female,0,Yes,No,70,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No,Two year,No,Electronic check,97.78,6849.66,,61-72
CUST0429,Male,0,No,Yes,25,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card,49.59,1242.91,,25-36
CUST0430,Female,0,No,Yes,39,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,44.48,1736.34,,37-48
CUST0431,Male,0,Yes,Yes,4,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,41.77,167.68,,0-12
CUST0432,Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,33.67,680.27,,13-24
CUST0433,Male,1,Yes,Yes,3,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Credit card,75.13,220.09,,0-12
CUST0434,Female,0,Yes,Yes,22,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,80.54,1770.73,,13-24
CUST0435,Female,0,No,No,14,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,90.55,1260.81,,13-24
CUST0436,Female,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,88.02,618.06,,0-12
CUST0437,Female,0,Yes,Yes,40,Yes,No,No,Yes,Yes,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer,49.23,1964.21,,37-48
CUST0438,Female,1,Yes,No,18,No,No phone service,No,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,53.03,951.22,,13-24
CUST0439,Male,0,Yes,No,45,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No internet service,One year,No,Electronic check,88.15,3966.18,,37-48
CUST0440,Male,0,Yes,No,27,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,54.94,1473.92,,25-36
CUST0441,Male,0,Yes,No,67,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,41.26,2756.26,,61-72
CUST0442,Female,0,Yes,Yes,14,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,57.43,807.74,,13-24
CUST0443,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,47.21,1698.14,,25-36
CUST0444,Female,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,28.83,7.3,,
CUST0445,Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,103.01,6802.55,,61-72
CUST0446,Male,0,No,Yes,23,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Mailed check,105.31,2412.29,,13-24
CUST0447,Male,0,Yes,No,26,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Electronic check,41.98,1093.81,,25-36
CUST0448,Female,1,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card,26.48,1024.59,,37-48
CUST0449,Male,1,No,No,62,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,93.88,5826.18,,61-72
CUST0450,Female,0,No,Yes,60,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Bank transfer,41.15,2478.83,,49-60
CUST0451,Female,0,No,No,35,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,59.34,2077.52,,25-36
CUST0452,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Two year,Yes,Bank transfer,26.41,611.09,,13-24
CUST0453,Female,0,No,Yes,23,Yes,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,42.63,975.24,,13-24
CUST0454,Female,1,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,99.29,296.62,,0-12
CUST0455,Male,0,Yes,Yes,66,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,100.44,6636.16,,61-72
CUST0456,Male,0,No,Yes,33,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card,40.71,1336.78,,25-36
CUST0457,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,53.59,2996.35,,49-60
CUST0458,Female,0,Yes,Yes,48,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,33.42,1603.07,,37-48
CUST0459,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card,27.42,1430.08,,49-60
CUST0460,Male,0,No,No,22,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer,119.22,2620.36,,13-24
CUST0461,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,85.56,5826.63,,61-72
CUST0462,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,74.21,3850.81,,49-60
CUST0463,Female,0,No,No,61,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card,96.55,5886.97,,61-72
CUST0464,Male,0,No,Yes,40,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,104.01,4164.58,,37-48
CUST0465,Female,0,No,No,56,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer,100.67,5632.04,,49-60
CUST0466,Male,0,No,No,59,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card,21.65,1280.48,,49-60
CUST0467,Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,No,Electronic check,38.68,2043.32,,49-60
CUST0468,Male,0,No,No,69,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,85.49,5889.93,,61-72
CUST0469,Male,0,Yes,Yes,56,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,57.58,3216.9,,49-60
CUST0470,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card,118.25,1072.85,,0-12
CUST0471,Male,0,No,No,39,No,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer,86.54,3376.1,,37-48
CUST0472,Female,1,Yes,No,6,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,115.65,699.83,,0-12
CUST0473,Male,0,No,Yes,37,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,One year,No,Mailed check,40.14,1481.83,,37-48
CUST0474,Female,0,No,No,60,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,106.4,6385.85,,49-60
CUST0475,Male,0,Yes,Yes,2,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,52.14,104.18,,0-12
CUST0476,Female,0,Yes,Yes,50,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer,118.96,5956.91,,49-60
CUST0477,Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card,35.77,1650.37,,37-48
CUST0478,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,71.63,4803.82,,61-72
CUST0479,Male,0,No,Yes,37,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,Yes,Mailed check,99.28,3664.29,,37-48
CUST0480,Female,0,No,No,35,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,63.26,2215.09,,25-36
CUST0481,Female,0,No,Yes,40,No,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Electronic check,66.81,2671.74,,37-48
CUST0482,Female,0,Yes,No,68,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,118.64,8076.08,,61-72
CUST0483,Male,0,Yes,No,12,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Credit card,62.53,745.51,,0-12
CUST0484,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,One year,No,Electronic check,80.41,4578.77,,49-60
CUST0485,Male,0,No,Yes,49,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,25.45,1245.28,,49-60
CUST0486,Female,0,Yes,Yes,29,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Mailed check,104.22,3017.25,,25-36
CUST0487,Male,0,No,No,61,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card,84.82,5166.6,,61-72
CUST0488,Female,0,Yes,No,24,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,60.4,1456.75,,13-24
CUST0489,Male,0,No,No,26,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,21.62,563.29,,25-36
CUST0490,Male,0,No,Yes,50,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,No,One year,No,Electronic check,79.17,3965.73,,49-60
CUST0491,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,21.27,1197.74,,49-60
CUST0492,Male,0,Yes,Yes,46,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,20.12,921.16,,37-48
CUST0493,Male,0,No,Yes,38,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Two year,No,Credit card,81.61,3102.13,,37-48
CUST0494,Female,0,No,No,15,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Credit card,38.9,575.16,,13-24
CUST0495,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,One year,No,Credit card,39.19,831.3,,13-24
CUST0496,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Credit card,85.33,4520.58,,49-60
CUST0497,Male,1,No,Yes,20,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,25.37,505.27,,13-24
CUST0498,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,51.34,3641.2,,61-72
CUST0499,Male,1,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,34.94,523.31,,13-24
CUST0500,Female,0,No,Yes,58,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card,78.02,4520.2,,49-60
CUST0501,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.18,2582.9,,25-36
CUST0502,Male,0,Yes,Yes,41,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card,92.11,3782.51,,37-48
CUST0503,Male,1,Yes,Yes,31,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Credit card,45.52,1417.81,,25-36
CUST0504,Female,0,Yes,Yes,58,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Credit card,28.92,1673.44,,49-60
CUST0505,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,27.87,919.09,,25-36
