customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST0348,Female,1,Yes,No,63,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,68.96,4343.11,No
CUST0349,Female,0,No,No,58,No,No,DSL,Yes,No internet service,Yes,No,Yes,No,Two year,Yes,Credit card,65.61,3804.3,No
CUST0350,Male,0,Yes,Yes,61,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,40.56,2470.33,No
CUST0351,Female,0,No,No,10,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,95.57,957.85,No
CUST0352,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No,Two year,No,Credit card,65.13,1100.91,No
CUST0353,Male,0,Yes,Yes,18,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Two year,No,Mailed check,115.85,2087.84,No
CUST0354,Female,1,Yes,No,54,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Mailed check,46.08,2481.8,No
CUST0355,Female,0,Yes,Yes,25,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card,88.27,2198.03,No
CUST0356,Male,0,Yes,Yes,5,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer,114.07,566.96,No
CUST0357,Female,0,No,No,3,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,86.35,253.67,No
CUST0358,Female,0,Yes,No,28,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,107.13,3007.42,No
CUST0359,Male,0,No,Yes,58,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.75,5950.6,No
CUST0360,Male,0,Yes,Yes,16,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,56.01,889.69,No
CUST0361,Female,0,No,No,42,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,80.01,3361.39,No
CUST0362,Male,0,No,Yes,65,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,Yes,One year,No,Mailed check,35.63,2315.57,No
CUST0363,Male,0,No,Yes,33,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,73.55,2418.07,No
CUST0364,Female,0,No,Yes,7,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,43.04,291.43,Yes
CUST0365,Male,0,No,Yes,12,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,94.37,1142.2,Yes
CUST0366,Male,0,No,Yes,7,No,No,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,72.81,512.85,No
CUST0367,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,61.12,3908.99,Yes
CUST0368,Female,0,No,Yes,42,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card,46.88,1968.37,No
CUST0369,Male,1,Yes,No,38,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Mailed check,119.87,4550.39,No
CUST0370,Male,1,Yes,No,58,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,27.17,1572.76,Yes
CUST0371,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,24.36,1050.46,Yes
CUST0372,Female,0,Yes,No,8,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Credit card,41.73,341.5,No
CUST0373,Female,0,No,No,36,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,One year,No,Bank transfer,117.11,4209.64,No
CUST0374,Female,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card,117.92,4134.01,No
CUST0375,Male,0,No,Yes,27,No,No phone service,DSL,Yes,No,No,Yes,No internet service,Yes,One year,No,Mailed check,85.49,2300.66,No
CUST0376,Female,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card,108.01,4422.71,No
CUST0377,Female,0,No,Yes,42,Yes,No phone service,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,41.4,1729.54,No
CUST0378,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,117.2,4798.02,Yes
CUST0379,Female,0,No,Yes,65,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer,34.28,2236.55,No
CUST0380,Male,0,No,Yes,54,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Electronic check,30.11,1625.13,No
CUST0381,Female,0,Yes,No,71,Yes,Yes,No,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,31.22,2208.17,No
CUST0382,Female,0,No,Yes,47,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer,77.31,3642.76,No
CUST0383,Female,0,Yes,Yes,21,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer,98.1,2067.68,No
CUST0384,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,56.67,1478.51,Yes
CUST0385,Male,0,Yes,Yes,66,Yes,No phone service,No,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,117.79,7782.81,No
CUST0386,Female,0,No,Yes,12,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,63.44,755.68,No
CUST0387,Male,0,Yes,Yes,44,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,35.04,1548.49,No
CUST0388,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer,66.6,603.2,Yes
CUST0389,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,87.9,710.6,No
CUST0390,Male,0,No,No,53,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,103.22,5476.6,No
CUST0391,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,65.88,1709.81,No
CUST0392,Male,1,Yes,No,33,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer,79.36,2624.37,Yes
CUST0393,Female,0,No,No,0,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.73,-4.75,No
CUST0394,Female,0,No,No,31,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,84.59,2618.86,No
CUST0395,Male,0,Yes,No,70,Yes,No,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,118.6,8294.16,No
CUST0396,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,24.91,1652.76,No
CUST0397,Female,0,No,No,19,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Electronic check,108.65,2060.17,No
CUST0398,Female,1,Yes,No,34,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,76.23,2592.23,No
CUST0399,Female,0,No,Yes,16,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card,45.21,721.19,No
CUST0400,Male,0,No,Yes,17,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,115.49,1972.53,Yes
CUST0401,Female,0,No,No,44,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,68.34,3003.66,No
CUST0402,Female,0,No,Yes,52,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Credit card,53.17,2770.41,Yes
CUST0403,Male,0,No,No,67,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,38.15,2563.16,No
CUST0404,Male,0,No,Yes,64,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,44.45,2843.51,Yes
CUST0405,Female,0,Yes,No,0,Yes,No,No,Yes,No internet service,No,No,No,Yes,One year,No,Credit card,103.28,-2.44,No
CUST0406,Female,1,Yes,Yes,57,No,No phone service,DSL,No,Yes,No internet service,No internet service,No,No internet service,One year,No,Electronic check,81.44,4647.03,No
CUST0407,Female,0,No,Yes,25,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,111.32,2791.26,No
CUST0408,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer,43.2,825.9,No
CUST0409,Female,0,No,No,9,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,32.11,283.53,Yes
CUST0410,Female,0,Yes,No,58,No,No,DSL,No,No,No internet service,Yes,No,No,One year,No,Credit card,20.61,1203.15,No
CUST0411,Male,0,No,No,40,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,70.79,2829.35,No
CUST0412,Female,0,Yes,No,4,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,One year,Yes,Electronic check,119.83,480.84,No
CUST0413,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,89.5,5734.63,No
CUST0414,Male,0,No,No,16,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Two year,No,Mailed check,50.84,807.21,No
CUST0415,Male,0,Yes,No,21,Yes,No phone service,DSL,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer,107.69,2267.18,No
CUST0416,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Credit card,98.17,3928.72,No
CUST0417,Male,0,No,Yes,67,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Electronic check,21.54,1451.05,No
CUST0418,Female,1,No,No,68,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,Two year,Yes,Credit card,101.69,6908.36,No
CUST0419,Female,0,No,Yes,10,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,50.05,498.91,No
CUST0420,Female,0,Yes,Yes,55,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,34.97,1930.01,Yes
CUST0421,Female,1,Yes,No,50,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,42.63,2121.88,Yes
CUST0422,Female,0,Yes,Yes,20,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,66.86,1329.44,Yes
CUST0423,Female,1,Yes,Yes,25,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,62.49,1572.06,No
CUST0424,Male,0,Yes,No,18,No,Yes,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,48.89,875.63,No
CUST0425,Female,0,Yes,No,59,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Credit card,37.22,2205.49,No
CUST0426,Male,0,No,Yes,70,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer,96.22,6729.05,No
CUST0427,Male,0,No,Yes,46,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card,119.01,5471.68,No
CUST0428,Female,0,Yes,No,70,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No,Two year,No,Electronic check,97.78,6849.66,No
CUST0429,Male,0,No,Yes,25,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card,49.59,1242.91,No
CUST0430,Female,0,No,Yes,39,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,44.48,1736.34,Yes
CUST0431,Male,0,Yes,Yes,4,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,41.77,167.68,Yes
CUST0432,Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,33.67,680.27,No
CUST0433,Male,1,Yes,Yes,3,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Credit card,75.13,220.09,No
CUST0434,Female,0,Yes,Yes,22,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,80.54,1770.73,Yes
CUST0435,Female,0,No,No,14,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,90.55,1260.81,Yes
CUST0436,Female,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,88.02,618.06,No
CUST0437,Female,0,Yes,Yes,40,Yes,No,No,Yes,Yes,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer,49.23,1964.21,No
CUST0438,Female,1,Yes,No,18,No,No phone service,No,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,53.03,951.22,Yes
CUST0439,Male,0,Yes,No,45,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No internet service,One year,No,Electronic check,88.15,3966.18,No
CUST0440,Male,0,Yes,No,27,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,54.94,1473.92,Yes
CUST0441,Male,0,Yes,No,67,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,41.26,2756.26,No
CUST0442,Female,0,Yes,Yes,14,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,57.43,807.74,No
CUST0443,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,47.21,1698.14,Yes
CUST0444,Female,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,28.83,7.3,Yes
CUST0445,Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,103.01,6802.55,Yes
CUST0446,Male,0,No,Yes,23,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Mailed check,105.31,2412.29,No
CUST0447,Male,0,Yes,No,26,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Electronic check,41.98,1093.81,No
CUST0448,Female,1,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card,26.48,1024.59,No
CUST0449,Male,1,No,No,62,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,93.88,5826.18,Yes
CUST0450,Female,0,No,Yes,60,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Bank transfer,41.15,2478.83,No
CUST0451,Female,0,No,No,35,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,59.34,2077.52,Yes
CUST0452,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Two year,Yes,Bank transfer,26.41,611.09,Yes
CUST0453,Female,0,No,Yes,23,Yes,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,42.63,975.24,No
CUST0454,Female,1,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,99.29,296.62,Yes
CUST0455,Male,0,Yes,Yes,66,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,100.44,6636.16,No
CUST0456,Male,0,No,Yes,33,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card,40.71,1336.78,No
CUST0457,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,53.59,2996.35,Yes
CUST0458,Female,0,Yes,Yes,48,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,33.42,1603.07,Yes
CUST0459,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card,27.42,1430.08,No
CUST0460,Male,0,No,No,22,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer,119.22,2620.36,Yes
CUST0461,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,85.56,5826.63,No
CUST0462,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,74.21,3850.81,Yes
CUST0463,Female,0,No,No,61,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card,96.55,5886.97,Yes
CUST0464,Male,0,No,Yes,40,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,104.01,4164.58,No
CUST0465,Female,0,No,No,56,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer,100.67,5632.04,No
CUST0466,Male,0,No,No,59,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card,21.65,1280.48,No
CUST0467,Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,No,Electronic check,38.68,2043.32,No
CUST0468,Male,0,No,No,69,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,85.49,5889.93,No
CUST0469,Male,0,Yes,Yes,56,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,57.58,3216.9,No
CUST0470,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card,118.25,1072.85,No
CUST0471,Male,0,No,No,39,No,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer,86.54,3376.1,No
CUST0472,Female,1,Yes,No,6,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,115.65,699.83,Yes
CUST0473,Male,0,No,Yes,37,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,One year,No,Mailed check,40.14,1481.83,No
CUST0474,Female,0,No,No,60,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,106.4,6385.85,No
CUST0475,Male,0,Yes,Yes,2,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,52.14,104.18,No
CUST0476,Female,0,Yes,Yes,50,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer,118.96,5956.91,No
CUST0477,Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card,35.77,1650.37,Yes
CUST0478,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,71.63,4803.82,Yes
CUST0479,Male,0,No,Yes,37,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,Yes,Mailed check,99.28,3664.29,No
CUST0480,Female,0,No,No,35,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,63.26,2215.09,Yes
CUST0481,Female,0,No,Yes,40,No,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Electronic check,66.81,2671.74,Yes
CUST0482,Female,0,Yes,No,68,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,118.64,8076.08,No
CUST0483,Male,0,Yes,No,12,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Credit card,62.53,745.51,No
CUST0484,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,One year,No,Electronic check,80.41,4578.77,No
CUST0485,Male,0,No,Yes,49,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,25.45,1245.28,Yes
CUST0486,Female,0,Yes,Yes,29,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Mailed check,104.22,3017.25,No
CUST0487,Male,0,No,No,61,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card,84.82,5166.6,No
CUST0488,Female,0,Yes,No,24,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,60.4,1456.75,Yes
CUST0489,Male,0,No,No,26,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,21.62,563.29,No
CUST0490,Male,0,No,Yes,50,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,No,One year,No,Electronic check,79.17,3965.73,No
CUST0491,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,21.27,1197.74,Yes
CUST0492,Male,0,Yes,Yes,46,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,20.12,921.16,Yes
CUST0493,Male,0,No,Yes,38,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Two year,No,Credit card,81.61,3102.13,No
CUST0494,Female,0,No,No,15,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Credit card,38.9,575.16,No
CUST0495,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,One year,No,Credit card,39.19,831.3,Yes
CUST0496,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Credit card,85.33,4520.58,No
CUST0497,Male,1,No,Yes,20,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,25.37,505.27,No
CUST0498,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,51.34,3641.2,Yes
CUST0499,Male,1,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,34.94,523.31,No
CUST0500,Female,0,No,Yes,58,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card,78.02,4520.2,Yes
CUST0501,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.18,2582.9,No
CUST0502,Male,0,Yes,Yes,41,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card,92.11,3782.51,Yes
CUST0503,Male,1,Yes,Yes,31,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Credit card,45.52,1417.81,No
CUST0504,Female,0,Yes,Yes,58,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Credit card,28.92,1673.44,Yes
CUST0505,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,27.87,919.09,Yes
CUST0506,Male,0,No,Yes,8,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,62.62,508.44,No
CUST0507,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,No,Credit card,114.58,1136.85,Yes
CUST0508,Male,0,Yes,No,9,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No,One year,Yes,Electronic check,41.77,383.71,No
CUST0509,Female,0,Yes,No,16,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,45.67,725.1,No
CUST0510,Female,0,Yes,No,67,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,30.09,2019.6,Yes
CUST0511,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,80.56,3787.97,No
CUST0512,Female,1,Yes,No,51,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card,87.99,4488.55,No
CUST0513,Male,1,Yes,Yes,24,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,84.29,2030.15,Yes
CUST0514,Female,0,No,Yes,20,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,106.11,2114.23,No
CUST0515,Female,0,No,Yes,64,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,68.64,4389.9,Yes
CUST0516,Male,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer,33.45,2074.67,Yes
CUST0517,Female,0,Yes,No,50,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,48.94,2453.23,No
CUST0518,Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,86.24,3012.73,Yes
CUST0519,Female,1,No,No,65,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,Yes,One year,No,Credit card,81.31,5291.21,No
